# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 11 18:07:50 2019
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
135,EPIC 201516974,EPIC 201516974.01,,CANDIDATE,<a refstr=SCHMITT_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..159S target=ref>Schmitt et al. 2016</a>,CANDIDATE,1,11h37m15.48s,174.314484,+00d46m59.3s,0.783149,36.70990000,0.01240000,-0.01260000,0,2456819.805600,0.009800,-0.009500,0,82.600,2.500,-1.100,0,6.900000,2.200000,-0.700000,0,0.04890,0.00280,-0.00330,0,,,,,,,,,11.238,,0,9.270,0.021,0
136,EPIC 201528215,EPIC 201528215.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h31m13.01s,172.804214,+00d57m30.9s,0.958577,6.39913980,,,0,2456816.154000,,,0,,,,,,,,,0.01901,,,0,1.850,,,0,0.80,,,0,13.463,,0,11.711,0.025,0
140,EPIC 201534540,EPIC 201534540.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,11h26m36.28s,171.651169,+01d03m18.8s,1.055233,2.72273204,,,0,2456814.491832,,,0,,,,,,,,,,,,,,,,,,,,,8.197,,0,7.488,0.022,0
141,EPIC 201546136,EPIC 201546136.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h16m35.30s,169.147064,+01d13m42.6s,1.228497,1.96685790,,,0,2456810.595000,,,0,,,,,,,,,0.01764,,,0,1.510,,,0,0.77,,,0,13.812,,0,11.951,0.023,0
156,EPIC 201556134,EPIC 201556134.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h51m42.03s,177.925110,+01d22m46.7s,1.379641,12.72674300,,,0,2456822.000000,,,0,,,,,,,,,0.02141,,,0,1.910,,,0,0.73,,,0,14.293,,0,12.201,0.029,0
157,EPIC 201563164,EPIC 201563164.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h48m33.61s,177.140030,+01d28m59.3s,1.483144,0.18746328,,,0,2456810.308000,,,0,,,,,,,,,0.12360,,,0,217.000,,,0,17.27,,,0,17.292,,0,,,
158,EPIC 201565013,EPIC 201565013.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,11h47m58.12s,176.992188,+01d30m36.9s,1.510249,8.63829000,0.00017000,-0.00017000,0,2456811.427540,0.000890,-0.000890,0,,,,,,,,,0.14080,0.00750,-0.00750,0,6.810,0.760,-0.760,0,0.44,0.04,-0.04,0,16.907,,0,14.084,0.073,0
159,EPIC 201565013,EPIC 201565013.01,,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CANDIDATE,0,11h47m58.12s,176.992188,+01d30m36.9s,1.510249,8.63810000,0.00024000,-0.00024000,0,2456811.428400,0.001600,-0.001600,0,,,,,28.070000,2.680000,-2.680000,0,,,,,15.990,9.190,-9.190,0,0.50,0.12,-0.03,0,16.907,,0,14.084,0.073,0
160,EPIC 201565013,EPIC 201565013.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h47m58.12s,176.992188,+01d30m36.9s,1.510249,8.63826310,,,0,2456811.428000,,,0,,,,,,,,,0.16200,,,0,8.530,,,0,0.50,,,0,16.907,,0,14.084,0.073,0
162,EPIC 201569483,EPIC 201569483.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h08m41.11s,167.171295,+01d34m39.0s,1.577513,5.79688610,,,0,2456813.313000,,,0,,,,,,,,,0.32320,,,0,24.200,,,0,0.72,,,0,11.771,,0,9.883,0.023,0
168,EPIC 201577112,EPIC 201577112.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h50m50.15s,177.708939,+01d41m30.7s,1.691867,22.19799200,,,0,2456826.004000,,,0,,,,,,,,,0.11200,,,0,5.340,,,0,0.40,,,0,16.100,,0,12.995,0.034,0
169,EPIC 201588420,EPIC 201588420.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h23m44.27s,170.934448,+01d51m50.3s,1.863959,3.29089980,,,0,2456813.490000,,,0,,,,,,,,,0.01804,,,0,1.570,,,0,0.72,,,0,13.311,,0,11.122,0.019,0
170,EPIC 201595106,EPIC 201595106.01,,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>,CANDIDATE,1,12h14m52.88s,183.720352,+01d58m05.8s,1.968280,0.87703000,0.00011000,-0.00013000,0,2457583.051300,0.005000,-0.004800,0,,,,,5.400000,1.300000,-1.300000,0,0.01140,0.00110,-0.00090,0,1.200,0.110,-0.100,0,,,,,11.678,,0,10.218,0.021,0
171,EPIC 201595106,EPIC 201595106.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,0,12h14m52.88s,183.720352,+01d58m05.8s,1.968280,0.87718300,0.00005700,-0.00005700,0,2457583.045380,0.002704,-0.002640,0,84.701,3.774,-8.638,0,5.203693,1.017100,-1.740656,0,0.01382,0.00181,-0.00110,0,1.406,0.208,-0.126,0,0.93,0.06,-0.04,0,11.678,,0,10.218,0.021,0
175,EPIC 201596733,EPIC 201596733.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,11h22m42.98s,170.679092,+01d59m35.8s,1.993276,2.89607106,,,0,2456815.004860,,,0,,,,,,,,,,,,,,,,,,,,,14.284,,0,10.763,0.019,0
176,EPIC 201596733,EPIC 201596733.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h22m42.98s,170.679092,+01d59m35.8s,1.993276,2.89641390,,,0,2456812.108000,,,0,,,,,,,,,0.04958,,,0,2.450,,,0,0.42,,,0,14.284,,0,10.763,0.019,0
178,EPIC 201606542,EPIC 201606542.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h21m14.85s,170.311874,+02d08m39.9s,2.144426,0.44433632,,,0,2456810.638000,,,0,,,,,,,,,0.01068,,,0,1.010,,,0,0.80,,,0,11.923,,0,10.191,0.021,0
179,EPIC 201606542,EPIC 201606542.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,1,11h21m14.85s,170.311874,+02d08m39.9s,2.144426,0.44437200,0.00004200,-0.00004200,0,2456817.744450,0.001000,-0.001090,0,86.900,2.300,-6.900,0,8.300000,5.500000,-3.800000,0,0.01360,0.00200,-0.00200,0,1.220,0.230,-0.230,0,0.82,0.05,-0.05,0,11.923,,0,10.191,0.021,0
186,EPIC 201617985,EPIC 201617985.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,11h57m58.00s,179.491653,+02d19m17.3s,2.321476,7.28138000,0.00044000,-0.00044000,0,2456812.639900,0.002800,-0.002800,0,,,,,,,,,0.41000,0.34000,-0.34000,0,17.000,14.000,-14.000,0,0.40,0.02,-0.02,0,14.110,,0,10.900,0.019,0
187,EPIC 201617985,EPIC 201617985.01,,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CANDIDATE,0,11h57m58.00s,179.491653,+02d19m17.3s,2.321476,7.28161000,0.00078000,-0.00078000,0,2456812.636600,0.004700,-0.004700,0,,,,,26.040000,1.160000,-1.160000,0,,,,,1.780,0.430,-0.430,0,0.49,0.03,-0.03,0,14.110,,0,10.900,0.019,0
188,EPIC 201617985,EPIC 201617985.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h57m58.00s,179.491653,+02d19m17.3s,2.321476,7.28131000,,,0,2456812.640000,,,0,,,,,,,,,0.03172,,,0,1.900,,,0,0.51,,,0,14.110,,0,10.900,0.019,0
189,EPIC 201617985,EPIC 201617985.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,1,11h57m58.00s,179.491653,+02d19m17.3s,2.321476,7.28116000,0.00055000,-0.00058000,0,2456812.641000,0.004000,-0.004000,0,88.280,,,0,26.250000,,,0,0.03300,0.00300,-0.00300,0,1.790,0.200,-0.180,0,,,,,14.110,,0,10.900,0.019,0
190,EPIC 201626686,EPIC 201626686.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,11h17m47.30s,169.447098,+02d27m21.6s,2.456006,5.28081000,0.00014000,-0.00014000,0,2456812.353900,0.001100,-0.001100,0,,,,,,,,,0.03280,0.00160,-0.00160,0,10.900,1.200,-1.200,0,3.01,0.29,-0.29,0,11.471,,0,10.230,0.021,0
191,EPIC 201626686,EPIC 201626686.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,11h17m47.30s,169.447098,+02d27m21.6s,2.456006,5.28130579,,,0,2456817.633963,,,0,,,,,,,,,,,,,,,,,,,,,11.471,,0,10.230,0.021,0
195,EPIC 201631267,EPIC 201631267.01,,CANDIDATE,<a refstr=OSBORN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.457.2273O target=ref>Osborn et al. 2016</a>,CANDIDATE,1,11h34m47.15s,173.696472,+02d31m37.4s,2.527056,440.00000000,160.00000000,-120.00000000,0,2456829.674000,0.001000,-0.001000,0,,,,,,,,,0.17600,0.07400,-0.05700,0,16.300,6.800,-5.300,0,0.85,0.08,-0.08,0,12.780,,0,10.734,0.024,0
196,EPIC 201635132,EPIC 201635132.01,,CANDIDATE,<a refstr=OSBORN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.457.2273O target=ref>Osborn et al. 2016</a>,CANDIDATE,1,11h20m31.91s,170.132950,+02d35m13.2s,2.587000,30.00000000,70.00000000,-20.00000000,0,2456826.985000,0.001000,-0.001000,0,,,,,,,,,0.24000,0.03800,-0.03800,0,22.800,9.300,-8.500,0,0.89,0.36,-0.36,0,15.143,,0,12.111,0.027,0
207,EPIC 201649426,EPIC 201649426.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h48m56.22s,177.234268,+02d48m27.4s,2.807619,27.77038800,,,0,2456821.348000,,,0,,,,,,,,,0.37220,,,0,25.100,,,0,0.71,,,0,13.223,,0,10.941,0.019,0
209,EPIC 201650711,EPIC 201650711.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h28m10.57s,172.044052,+02d49m36.8s,2.826891,0.25967056,,,0,2456810.441000,,,0,,,,,,,,,0.01095,,,0,0.742,,,0,0.59,,,0,12.254,,0,9.309,0.024,0
210,EPIC 201650711,EPIC 201650711.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,1,11h28m10.57s,172.044052,+02d49m36.8s,2.826891,0.25966900,0.00004100,-0.00004100,0,2456885.225820,0.001260,-0.001170,0,82.100,5.700,-10.300,0,3.100000,1.300000,-0.800000,0,0.01020,0.00200,-0.00100,0,0.770,0.140,-0.140,0,0.69,0.05,-0.05,0,12.254,,0,9.309,0.024,0
213,EPIC 201683540,EPIC 201683540.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h16m51.59s,169.214966,+03d21m49.9s,3.363874,1.96114690,,,0,2456812.176000,,,0,,,,,,,,,0.08768,,,0,5.930,,,0,0.64,,,0,14.956,,0,12.347,0.030,0
216,EPIC 201702477,EPIC 201702477.01,,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CANDIDATE,0,11h40m57.79s,175.240799,+03d40m53.7s,3.681584,40.73620000,0.00266000,-0.00266000,0,2456811.545500,0.002500,-0.002500,0,,,,,56.980000,7.610000,-7.610000,0,,,,,7.280,1.100,-1.100,0,0.85,0.11,-0.08,0,14.430,,0,12.766,0.033,0
217,EPIC 201702477,EPIC 201702477.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,11h40m57.79s,175.240799,+03d40m53.7s,3.681584,40.73020000,0.00400000,-0.00400000,0,2456811.569100,0.002800,-0.002800,0,,,,,,,,,0.07190,0.00310,-0.00310,0,7.800,1.400,-1.400,0,0.98,0.17,-0.17,0,14.430,,0,12.766,0.033,0
218,EPIC 201705526,EPIC 201705526.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,11h29m32.59s,172.385803,+03d43m55.6s,3.732106,18.10220826,,,0,2456831.496598,,,0,,,,,,,,,,,,,,,,,,,,,9.938,,0,8.491,0.023,0
226,EPIC 201717159,EPIC 201717159.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h53m44.75s,178.436478,+03d55m55.9s,3.932202,0.60408352,,,0,2456810.836000,,,0,,,,,,,,,0.02829,,,0,2.260,,,0,0.67,,,0,15.982,,0,12.967,0.040,0
227,EPIC 201717274,EPIC 201717274.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,1,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52674000,0.00030000,-0.00032000,0,2456809.915000,0.004000,-0.004000,0,88.320,,,0,15.580000,,,0,0.03800,0.00400,-0.00200,0,1.320,0.260,-0.250,0,,,,,14.828,,0,12.153,0.027,0
228,EPIC 201717274,EPIC 201717274.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52690240,,,0,2456813.441000,,,0,,,,,,,,,0.04037,,,0,2.980,,,0,0.67,,,0,14.828,,0,12.153,0.027,0
229,EPIC 201717274,EPIC 201717274.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52743000,0.00031000,-0.00031000,0,2456809.908600,0.004200,-0.004200,0,,,,,,,,,0.03890,0.00520,-0.00520,0,1.110,0.340,-0.340,0,0.26,0.07,-0.07,0,14.828,,0,12.153,0.027,0
230,EPIC 201720401,EPIC 201720401.01,,CANDIDATE,<a refstr=OSBORN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.457.2273O target=ref>Osborn et al. 2016</a>,CANDIDATE,1,11h56m39.96s,179.166489,+03d59m11.2s,3.986442,6340.00000000,2230.00000000,-1530.00000000,0,2456816.314000,0.002000,-0.002000,0,,,,,,,,,0.13300,0.00100,-0.00100,0,12.800,1.100,-1.100,0,0.88,0.09,-0.09,0,14.740,,0,12.755,0.034,0
241,EPIC 201779067,EPIC 201779067.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h14m10.25s,168.542694,+04d59m17.3s,4.988131,27.24291200,,,0,2456820.260000,,,0,,,,,,,,,0.23670,,,0,18.800,,,0,0.90,,,0,11.119,,0,9.802,0.021,0
242,EPIC 201779067,EPIC 201779067.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,11h14m10.25s,168.542694,+04d59m17.3s,4.988131,27.27048734,,,0,2456820.230977,,,0,,,,,,,,,,,,,,,,,,,,,11.119,,0,9.802,0.021,0
243,EPIC 201785059,EPIC 201785059.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h22m47.44s,170.697662,+05d05m43.3s,5.095361,1.39515130,,,0,2456811.598000,,,0,,,,,,,,,0.02341,,,0,0.879,,,0,0.32,,,0,14.595,,0,10.854,0.019,0
244,EPIC 201785059,EPIC 201785059.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,11h22m47.44s,170.697662,+05d05m43.3s,5.095361,1.39533316,,,0,2456814.384286,,,0,,,,,,,,,,,,,,,,,,,,,14.595,,0,10.854,0.019,0
245,EPIC 201828749,EPIC 201828749.01,,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CANDIDATE,0,11h42m37.04s,175.654343,+05d53m39.6s,5.894323,33.51569000,0.00232000,-0.00232000,0,2456813.150400,0.003400,-0.003400,0,,,,,67.090000,67.640000,-67.640000,0,,,,,3.830,3.250,-3.250,0,0.71,9.64,-0.06,0,11.564,,0,9.933,0.028,0
246,EPIC 201828749,EPIC 201828749.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,11h42m37.04s,175.654343,+05d53m39.6s,5.894323,33.51070000,0.00230000,-0.00230000,0,2456813.158200,0.003300,-0.003300,0,,,,,,,,,0.02173,0.00099,-0.00099,0,2.140,0.160,-0.160,0,0.90,0.05,-0.05,0,11.564,,0,9.933,0.028,0
247,EPIC 201828749,EPIC 201828749.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,11h42m37.04s,175.654343,+05d53m39.6s,5.894323,33.51539900,,,0,2456813.152000,,,0,,,,,,,,,0.02561,,,0,2.030,,,0,0.65,,,0,11.564,,0,9.933,0.028,0
248,EPIC 201828749,EPIC 201828749.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,11h42m37.04s,175.654343,+05d53m39.6s,5.894323,33.51360700,0.00276100,-0.00277800,0,2456813.154380,0.003316,-0.003102,0,89.274,0.519,-1.070,0,45.335921,9.288253,-17.667244,0,0.02644,0.00341,-0.00150,0,2.473,0.345,-0.167,0,0.86,0.05,-0.03,0,11.564,,0,9.933,0.028,0
251,EPIC 201841433,EPIC 201841433.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,11h40m49.63s,175.206772,+06d08m05.5s,6.134857,12.33913300,,,0,2456819.824000,,,0,,,,,,,,,0.02881,,,0,2.590,,,0,0.73,,,0,14.571,,0,12.454,0.030,0
260,EPIC 201892470,EPIC 201892470.01,,CANDIDATE,<a refstr=OSBORN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.457.2273O target=ref>Osborn et al. 2016</a>,CANDIDATE,1,11h23m59.31s,170.997116,+07d09m53.9s,7.164978,2790.00000000,1270.00000000,-970.00000000,0,2456889.110000,0.005000,-0.005000,0,,,,,,,,,0.12100,0.07300,-0.06200,0,12.200,7.300,-6.300,0,0.93,0.09,-0.09,0,11.587,,0,9.890,0.023,0
